28,28,VISINDO MEDIA PERSADA,"Jl. Pulo Kambing No.9 KIP, Jatinegara
Cakung-Jakarta Timur 13930","(021) 4619151-2,  Fax : 4612217","Jl. Pulo Kambing No.9 KIP, Jatinegara
Cakung-Jakarta Timur 13930",,0,19522200004000,true,1,VISINDO MEDIA PERSADA,,,,1,1
29,29,KIPAS PUTIH AKSARA,"Jl. Hankam No.1 Cidodol Kebayoran Lama
Jakarta Selatan - Indonesia","(021) 7256255, Fax : 7221378","Jl. Hankam No.1 Cidodol Kebayoran Lama
Jakarta Selatan - Indonesia",,0,13472048013000,true,1,KIPAS PUTIH AKSARA,,,,1,1
30,30,SERUNIGRAF JAYA SENTOSA,"Jl.Rungkut Industri III/19
Surabaya",(021) 89907720-21fax: 89907718,"Bekasi Industrial Estate Blok C10 No.9, Lippo Cikarang - Lemah Abang 
Bekasi 17550.",,0,12110573609000,true,1,SERUNIGRAF JAYA SENTOSA,,,,1,1
31,31,LEMBAGA ALKITAB INDONESIA,"Jl. Raya Ciluar Km. 51
Kedunghalang, Bogor",(021) 8755888,"Jl. Raya Ciluar Km. 51
Kedunghalang, Bogor",,0,12415857404000,true,1,LEMBAGA ALKITAB INDONESIA,,,,1,1
32,32,MASA KINI MANDIRI,"Jl. Soekarno Hatta No. 108, Rajabasa - Kedaton
Bandar Lampung - 35144","(0721) 783593, Fax 783598 JKT : 021-5812088 Ext 1480","Komp. Delta Kedoya, Jl. Pilar Raya, Kav. A - D (Lobby 2 - Perwakilan Lampung Post), Kedoya Selatan
Jakarta Barat
bp TB Rudi/Rahmat",,0,12180956323000,true,1,MASA KINI MANDIRI,,,,1,1
33,33,LANCAR JAYA ABADI,"Jl. Gading Griya  Lestari G1/12A, Jakarta",(021) 4410825,"Jl. Gading Griya  Lestari G1/12A, Jakarta",,0,67278457033000,true,1,LANCAR JAYA ABADI,,,,1,1
34,34,LESTARI CETA TALIWARA,"Komp. Ruko Garuda, Jl. Garuda No. 31 A, Kemayoran, Jakarta Pusat 10620","(021) 4205167,4203235","Komp. Ruko Garuda, Jl. Garuda No. 31 A, Kemayoran, Jakarta Pusat 10620",,0,17592817027000,true,1,LESTARI CETA TALIWARA,,,,1,1
35,35,LESTARI JAYA,"Komp. Taman Aries  H IV/9
Meruya Ilir , Jakarta - 11620","(021) 5844434 , Fax : 5844535","Komp. Taman Aries  H IV/9
Meruya Ilir , Jakarta - 11620",,0,,true,1,LESTARI JAYA,,,,1,1
36,36,LETTER MAS INDUSTRY,"Jl. Mengger No.98 Cigereleng 
Bandung 40256",(022) 5205077 fax: 022 5205081,"Jl. Mengger No.98 Cigereleng 
Bandung 40256",,0,16450793421000,true,1,LETTER MAS INDUSTRY,,,,1,1
37,37,LYNDA HOTMA,"Jl. Muara Karang   Blok : M IX / S  No. 30 - 33
Jakarta - 14450",(021) 6603534  Fax : 6612778,"Jl. Muara Karang   Blok : M IX / S  No. 30 - 33
Jakarta - 14450",,0,,true,1,LYNDA HOTMA,,,,1,1
38,38,MACANAN JAYA CEMERLANG,"Jl. Kihajar Dewantoro, Klaten
Jawa Tengah",(0272) 322440,"Jl. Kihajar Dewantoro, Klaten
Jawa Tengah",,0,,true,1,MACANAN JAYA CEMERLANG,,,,1,1
39,39,MAHAKAM MEDIA GRAFIKA,"Jl. Indrakila Straat III No. 1, Rt. 052 Gunung Samarinda, Balikpapan Utara, Balikpapan 76125",(021) 5483008  fax: 0542 735013,"Jl. Palmerah Selatan No. 3, 
(Gedung ex. Tabloid Bola)
Jakarta 10270.",,0,21343017725000,true,1,MAHAKAM MEDIA GRAFIKA,,,,1,1
40,40,MAHKOTA REKAPRATAMA COMPUTER SUPPLIES,"Kawasan Industry FACTO Blok D No. 1-3
Jl. Industry III Kav. AB/I Kel. Bunder Kec. Cikupa
Tangerang",(021) 63858218 fax 63858221,"Perkantoran Roxy Mas Blok D4 No. 9, Jl. K. H. Hasyim Ashari
Jakarta 10150",,0,15286750451000,true,1,MAHKOTA REKAPRATAMA COMPUTER SUPPLIES,,,,1,1
41,41,MAJUBHAKTI PRASINDO,"Jl. Akasia II Blok AE 18-19 Kawasan Delta Silicon
Sukaresmi - Cikarang Selatan
Kab. Bekasi","(021) 89900237-40,  Fax : 89900241","Jl. Jati  V  Blok : J IV / No.2
Kawasan Newton Techno Park, Cikarang
Bekasi",,0,16137473431000,true,1,MAJUBHAKTI PRASINDO,,,,1,1
42,42,WENANGCEMERLANG PRESS,"Jl. Babe Palar 54
Manado","(0431) 855558, Fax (0431) 852992","Jl. Babe Palar 54
Manado",,0,12510996821000,true,1,WENANGCEMERLANG PRESS,,,,1,1
43,43,MEDAN GRAINDO,"Jl. Sisingamangaraja Km. 8,5 No. 134, Medan-Amplas.","(061) 7876323, Fax : (061) 7881677","Jl. Sisingamangaraja Km. 8,5 No. 134, Medan-Amplas",,0,,true,1,MEDAN GRAINDO,,,,1,1
44,44,MEDAN MEDIA GRAFIKATAMA,"Jl. Pelita Raya No. 46 Dusun III Kim Star, Tanjung Morawa, Deli Serdang, Medan","(061) 7946920/25, fax(061) 7946923","Jl. Pelita Raya No. 46 Kawasan Industri Medan Star Tanjung Morawa, Deli Serdang - Sumatera Utara",,0,17583659125000,true,1,MEDAN MEDIA GRAFIKATAMA,,,,1,1
45,45,MEGA INDAH,"Jl. Kapuk Utara II No. 3, RT. 001 RW. 003, Kapuk Muara, Penjaringan, Jakarta Utara 14460","+62 21 5414718, fax +62 21 6192146","Jl. Kapuk Utara II No. 3, RT. 001 RW. 003, Kapuk Muara,
Penjaringan, Jakarta Utara 14460",,0,22286405047000,true,1,MEGA INDAH,,,,1,1
46,46,MEGA PUTRA,Jl. Raya Pondok Jagung Timur No.35 Tangerang,(021) 53122560 / F 53122559,"Jl. Raya Serpong Km.7 Komplek Multiguna Blok B2 No.1
Pakualam - Serpong",,0,22893184411000,true,1,MEGA PUTRA,,,,1,1
47,47,MERDI MANDIRI,"JL. Kayu Putih Tengah No. 5
Jakarta Timur","(021) 4701818, fax 4713303","Jl. Kayu Putih Tengah No. 5
Jakarta Timur",,0,15453004003000,true,1,MERDI MANDIRI,,,,1,1
48,48,MERPATI PRINTING,"Jl. Lontar No. 20 ,
Tanah Abang
Jakarta",(021) 31900371,"Jl. Lontar No. 20 ,
Tanah Abang
Jakarta",,0,,true,1,MERPATI PRINTING,,,,1,1
49,49,METRO POS,"Jl. Pulo Gadung Kav.II G/1
Jatinegara Cakung Jaktim","(021) 4602952, 4604165","Jl. Pulo Gadung Kav.II G/1
Jatinegara Cakung Jaktim",,0,10028785004000,true,1,METRO POS,,,,1,1
50,50,TRIPUTRA MITRA GLOBALINDO,"Jl.P. Tubagus Angke No 143 A
RT 014 RW 005
Angke Tambora
Jakarta Barat","(021) 6680433, fax (021) 66694240","Jl. Tubagus Angke No. 143 A, Tambora
Jakarta Barat 11330",,0,18711465033000,true,1,TRIPUTRA MITRA GLOBALINDO,,,,1,1
51,51,MITRA AKSARA KALOKA,"Jl. Daan Mogot Km 19 No. 397
Tangerang - Indonesia","(021) 5458720,5458721 fax: 021 5446035","Jl. Daan Mogot Km 19 No. 397
Tangerang - Indonesia",,0,17659095048000,true,1,MITRA AKSARA KALOKA,,,,1,1
52,52,MITRA NIAGA MANDIRI,"Jl. Rawa Gelam II No.1, Kav II M 12 KIP, Rawa Terate - Cakung, Jakarta Timur 13920","(021) 4603988, 4615288","Jl. Rawa Gelam II No.1, Kav.II M 12 KIP, Rawa Terate - Cakung, Jakarta Timur 13920",,0,19520626007000,true,1,MITRA NIAGA MANDIRI,,,,1,1
53,53,MITRA SURYA ERATAMA PACKAGING,"Jl. Manis II No. 45
Manis Jaya  - TANGERANG",(021) 55655888 fax. 021 5918731,"Jl. Manis II, No. 45, Kawasan Industri Manis
Desa Manis Jaya, Bitung
Tangerang
Phone (021) 55655888",,0,20064309415000,true,1,MITRA SURYA ERATAMA PACKAGING,,,,1,1
54,54,MODERNPACK JAYA LESTARI,"Jl. Peta Barat Prapatan Rawa Lele No.56
Jakarta Barat 11840",(021) 5416778 fax:5416781,"Jl. Peta Barat Prapatan Rawa Lele No.56
Jakarta Barat 11840",,0,13539937085000,true,1,MODERNPACK JAYA LESTARI,,,,1,1
55,55,MULTI MAKMUR INDAH INDUSTRI (MMII),"Jl. Raya Serang Km. 53 Keroncong Jatiuwung
Tangerang 15134","(021) 5900152, fax (021) 5903271",Jl. Raya Serang Km. 52 Kel.Keroncong Kec.Jatiuwung Tangerang 15134,,0,13000104415000,true,1,MULTI MAKMUR INDAH INDUSTRI,,,,1,1
56,56,MULTI SUKSES SURYA SEJAHTERA,"Jl. Landak Baru No. 106
Makasar 90220","(0411)  850336, fax (0411) 5061158","Jl. Landak Baru No. 106
Makasar 90220",,0,19715556805000,true,1,MULTI SUKSES SURYA SEJAHTERA,,,,1,1
57,57,BUKIT MURIA JAYA (BMJ),Jl. Sepoor Ds. Purwadana Teluk Jambe Karawang,(0267) 601030 fax (0267) 601228 / 601968,Jl. Kerawang Spoor Ds.Purwadana Kec.Teluk Jambe - Kerawang,BMJ,0,12454930431000,true,1,BUKIT MURIA JAYA,,,,1,1
58,58,CAHAYA HARAPAN SATYA PRINTING,"Jl. Kemurnian V No. 37
Glodok, Tamansari
Jakarta Barat 11120","(021) 6340509, 6195428-30 fax 6333540","Jl. Kapuk Utara II No.9, Jakarta Utara",,0,13058284038000,true,1,CAHAYA HARAPAN SATYA PRINTING,,,,1,1
59,59,CAHAYA SAM PERINDASA,"Jl. Karang Bolong Raya No. 3, Ancol Barat, Jakarta 14430","(021) 6900748, Fax 6909387, F,ci 89831804","Jl. Jababeka X Blok F No. 6
Kawasan Jababeka I - Cikarang",,0,13000484046000,true,1,CAHAYA SAM PERINDASA,,,,1,1
60,60,CHIKA PUTRI CEMERLANG,"Taman Pegangsaan Indah Blok G1/27-28, Jakarta Utara",(021) 46106888,"Taman Pegangsaan Indah Blok G1/27-28, Jakarta Utara",,0,16733586043000,true,1,CHIKA PUTRI CEMERLANG,,,,1,1
61,61,ABADI AKSARA,"JL. Raya Bekasi Km 21, Cakung
Jakarta Utara",(021) 3858292 Fax:(021) 8710566,"JL. Raya Bekasi Km 21, Cakung
Jakarta Utara",,0,13669544004000,true,1,ABADI AKSARA,,,,1,1
62,62,ACEH MEDIA GRAFIKA,"Jl. Banda Aceh - Medan KM 4,5 Meunasah Manyang 
Aceh Besar - Banda Aceh",(021) 5483008 fax:0651 637367,"Jl. Palmerah Selatan No. 3, 
(Gedung ex. Tabloid Bola)
Jakarta 10270.",,0,14525984101000,true,1,ACEH MEDIA GRAFIKA,,,,1,1
63,63,ALMICOS PRATAMA,"Jl. Rungkut IndustriI III No. 33
Rungkut menanggal - Gunung anyar
Surabaya","(031) 8439288, Fax 8434967","Jl. Rungkut IndustriI III No. 33
Surabaya",,0,11089869615000,true,1,ALMICOS PRATAMA,,,,1,1
64,64,ANCOL TERANG METAL PRINTING INDUSTRI,"Jl. Ancol IX No. 7
Jakarta Utara 14430",T :  5551250 / 6900186 F :  6907578,"Jl. Raya Kamal Muara No. 602
Jakarta 14470",,0,13001128046000,true,1,ANCOL TERANG METAL PRINTING INDUSTRI,,,,1,1
65,65,RIAU MEDIA GRAFIKA,"Jl. Harapan Raya / H Imam Munandar No. 383 RT.01 RW. 04 Tangkerang Selatan Kec. Bukit Raya
Kotamadya Pekanbaru", fax 839620,"Jl. Palmerah Selatan No. 12 ( gedung ex. Tabloid Bola )
Jakarta 10270.",,0,26154468218000,true,1,RIAU MEDIA GRAFIKA,,,,1,1
66,66,PARAGONATAMA JAYA,"Jl. Kapt. P. Tendean 12 A, Mampang Prapatan
Jakarta Selatan","Telp. 7982939, 7941934 Fax. 7990948","Jl. Kapt. P. Tendean 12 A, Mampang Prapatan
Jakarta Selatan",,0,13327622014000,true,1,PARAGONATAMA JAYA,,,,1,1
67,67,METALINDO TERATAI PUTRA,"Gedung Artha Graha Lt. 16
Jl. Jend. Sudirman Kav. 52-53 Kebayoran Baru JakSel 12190","Telp +62 21 8230830, Fax +62 21 5152976","Jl. Raya Narogong Km 27, Klapanunggal
Cileungsi -  Bogor",,0,16262420062000,true,1,METALINDO TERATAI PUTRA,,,,1,1
68,68,PERCETAKAN MANUNTUNG PRESS,"Jl. Soekarno Hatta Km. 3.5
Gunung Samarinda
Balikpapan - 76125","+62 542 735359, Fax +62 542 748332","Jl. Soekarno Hatta Km. 3.5
Gunung Samarinda
Balikpapan - 76125",,0,15600471721000,true,1,PERCETAKAN MANUNTUNG PRESS,,,,1,1
69,69,FELLIX RAOZEN,"Jl. Astanaanyar No. 176 / 22 A
Bandung",+62 22 5407375   Fax +62 22 540 9692,"Jl. Satria Raya III No. 5
Komplek Industri Satria Raya
Bandung",,0,40065203422000,true,1,FELLIX RAOZEN,,,,1,1
70,70,MAJUPRINTINDO MITRASEJATI,"Kaw. Industri Pabuaran Tumpeng, Tangerang",fax: 021 5517522,"Jl. Moh. Toha Km. 2
Kawasan Industri Benua Indah Kav. 12B - Tangerang",,0,16797722402000,true,1,MAJUPRINTINDO MITRASEJATI,,,,1,1
71,71,ANEKA PASTI RAYA,"Jl. Batu Tulis XIII No.15
Jakarta Pusat",(021) 3848064,"Jl. Batu Tulis XIII No.15
Jakarta Pusat",,0,13912910025000,true,1,ANEKA PASTI RAYA,,,,1,1
72,72,ANTAR SURYA JAYA,"Jl. Rungkut Industri III / 68 - 70
Surabaya","(031) 8419000, Fax (031) 8433949/8433951","Jl. Rungkut Industri III / 68 - 70
Surabaya",,0,12320644631000,true,1,ANTAR SURYA JAYA,,,,1,1
73,73,APECMAS NUSANTARA,"Komp. Kota Grogol Permai, Blok B No. 12A, 14, 15, Jakarta Barat 11460","(021) 5600718/5600672, Fax : 5600670","Komp. Kota Grogol Permai, Blok B No. 12A, 14, 15
Jl. Latumenten 18, Jakarta Barat",,0,13561717036000,true,1,APECMAS NUSANTARA,,,,1,1
74,74,RIDWAN REDDY,"Jl. Terusan Bandengan Utara No. 16 Blok B9
Jakarta 14450","(021) 6621267 , Fax 6621269","Jl. Terusan Bandengan Utara No. 16 Blok B9
Jakarta 14450",,0,65300709041000,true,1,RIDWAN REDDY,,,,1,1
75,75,YUDHISTIRA GHALIA INDONESIA,"Jl. Pramuka Raya No. 4
Palmeriam - Matraman
Jakarta Timur 13140","0251 - 8240628, fax 0251 - 8243617",Jl. Rancamaya Km. I No. 47 Kp. Bojong Kidul Rt. 001 / Rw. 002 Bj. Kerta Bogor Selatan,,0,13005905007000,true,1,YUDHISTIRA GHALIA INDONESIA,,,,1,1
76,76,RIAU GRAINDO,"Jalan. H.R. Subrantas Km. 10.5
Tampan,Kotamadya Pekanbaru,Riau","+62 761 64636, Fax 062 761 64640","Jl. H.R. Subrantas Km. 10.5,
Tampan
Kotamadya Pekanbaru, Riau",,0,15077134218000,true,1,RIAU GRAINDO,,,,1,1
77,77,DRI RAJAWALI HUTAMA (DRH),"Jl. Pulo Lentut No. 12 KIP, Jatinegara, 
Cakung, Jakarta Timur, DKI Jakarta Raya 00000",(021) 85904210 Fax : 4611 287,"Gedung Utaka 66B Lt.3
Jl. Utan kayu Raya No. 66B
Jakarta Timur 13120",,0,19520568004000,true,1,DRI RAJAWALI HUTAMA,,,,1,1
78,78,MEDIA NUSANTARA PRESS (MNP),"Gedung Sindo, Jl. KH. Wahid Hasyim No. 38, Kebon Sirih, Menteng,
Jakarta Pusat, DKI Jakarta Raya 10340","F. 3927716, T. 65308331, f. 65308329(sunter)","Jl. Kebon Sirih  No. 17 - 19, Menara Kb Sirih Lt 3
Kebon Sirih
Menteng
Jakarta Pusat",,0,22759336073000,true,1,MEDIA NUSANTARA PRESS,,,,1,1
79,79,INCAP ALTIN UTAMA,"Jl. Rawa Bali II No. 9
Kawasan Industri Pulo Gadung
Jakarta 13920
INDONESIA."," 460 4166-67, 460 2829-30,f 4609024,f 6408914","Plant Cibitung :
Jl. Lingkup Kampung Utan No. 88
Cibuntu, Cibitung
Bekasi",,0,13005780007000,true,1,INCAP ALTIN UTAMA,,,,1,1
80,80,SATRIA NARADHA PERS,"Kawasan Industri Lippo Cikarang
Jl. Beringin Blok F 15 No. 5 Delta Silicon II
Desa Cibatu, Kec. Cikarang Sel, Kab. Bekasi","t:021-5357602/3,5356272 F:02153670771/5357605","PT. SATRIA NARADHA PERS
Kawasan Industri Lippo Cikarang
Jl. Beringin Blok F 15 No. 5 Delta Silicon II
Desa Cibatu, Kec. Cikarang Sel, Kab. Bekasi, T&F 89117701",,0,27440304413000,true,1,SATRIA NARADHA PERS,,,,1,1
81,81,BANGKA MEDIA GRAFIKA,"Jl. KH Abdurrachman Siddik No. 1B, Taman Sari
Pangkal Pinang 33127",(021) 5483008  fax: 0717 437082,"Jl. Palmerah Selatan No. 12, 
(Gedung ex. Tabloid Bola)
Jakarta 10270.",,0,18805622308000,true,1,BANGKA MEDIA GRAFIKA,,,,1,1
82,82,BAWEN MEDIATAMA,"Jl. Gatot Subroto No. 26, Bawen, Bawen Semarang, Jawa Tengah","(0298) 591487,593600 Fax (0298) 592886","Jl. Gatot Subroto No. 26, Bawen, Bawen Semarang, Jawa Tengah",,0,16481061511000,true,1,BAWEN MEDIATAMA,,,,1,1
83,83,BINTANG OBORMAS JAYA,"Jl. Pintu Air II/27, Jakarta","(021) 6394727, Fax. 6490307","Jl. Kapuk Utara Blok II No. 1
Jakarta Utara 14460
Indonesia",,0,13489521025000,true,1,BINTANG OBORMAS JAYA,,,,1,1
84,84,AKSARA GRAFIKA PRATAMA,"Jl. Rawagelam IV Blok II K No. 16B, KIP Jatinegara, Jakarta Timur 13920","(021) 4612348, Fax: 4605324","Jl. Rawagelam IV Blok B-II No. 16B, Kawasan Industri Pulogadung, Jakarta 13920",,0,19617927007000,true,1,AKSARA GRAFIKA PRATAMA,,,,1,1
85,85,BOSOWA MEDIA GRAFIKA,"Jl. Cenderawasih No. 430, Sambung Jawa, Mamajang
Kota Makasar","(0411) 8115555, fax. 8115511","Jl. Palmerah Selatan, No. 3
( Gedung ex. Tabloid BOLA )
Jakarta 10270",,0,23083017812000,true,1,BOSOWA MEDIA GRAFIKA,,,,1,1
86,86,BOSUNG INDONESIA,"Ds. Sindang Sari, Kec. Pasar Kemis, Kab. Tangerang",(021) 59351001fax. 59352001,"Ds. Sindang Sari, Kec. Pasar Kemis, Kab. Tangerang",,0,10813327415000,true,1,BOSUNG INDONESIA,,,,1,1
87,87,BUDI SANTOSA,"Jl. Ngabean Rt 08
Kartasura - Sukoharjo",Tlp & Fax. (0271) 780951,"Jl. Ngabean Rt 08
Kartasura - Sukoharjo",,0,60280666525000,true,1,BUDI SANTOSA,,,,1,1
88,88,VISINDO ARTA PRINTING,"Jl. Kamal Indah I. A. C No. 9 RT/RW 009/001 Kamal - Kali Deres
Jakarta Barat - 11810","Telp. 55951088, fax. 55951089","Komplek Pergudangan Kamal Raya Blok C No. 15
Jl. Raya Kamal Indah I, Jakarta Barat",,0,20666657085000,true,1,VISINDO ARTA PRINTING,,,,1,1
89,89,PT. Industri Pembungkus Internasional,"Jl. P. Nusa Barung KM 10.5
Kawasan Industri Medan
Medan",(061)6850333,"Jl. Sutrisno No. 230D/352N
Medan 20216",,0,11000379112000,true,1,PT. Industri Pembungkus Internasional,,,,1,1
