Id,Code,PurchaseOrderId,ItemId,Quantity,IsAllReceived,PendingReceivalQuantity,Price,IsConfirmed,ConfirmationDate,IsDeleted,DeletedAt,CreatedAt,UpdatedAt
43,2014.12.16.34,19,800,2,True,0,41100,True,2014-12-22,False,,2014-12-24 14:16:00,2015-02-12 19:32:53
44,2014.12.17.35,20,4988,1,True,0,240000,True,2014-12-19,False,,2014-12-24 14:21:52,2015-02-12 18:00:24
45,2014.12.17.36,20,4989,1,True,0,200000,True,2014-12-19,False,,2014-12-24 14:24:04,2015-02-12 18:00:24
46,2014.12.18.37,21,4990,60,True,0,1.9,True,2014-12-19,False,,2014-12-24 15:02:03,2015-03-10 22:19:34
47,2014.12.18.38,21,4991,10,True,0,1.9,True,2014-12-19,False,,2014-12-24 15:03:25,2015-03-10 22:19:34
48,2014.12.19.39,22,4998,600,True,0,29400,True,2014-12-23,False,,2014-12-24 15:44:14,2015-01-29 11:39:55
49,2014.12.20.40,23,4999,1,True,0,1852500,True,2014-12-18,False,,2014-12-24 15:49:18,2015-02-15 21:51:25
50,2014.12.21.41,24,801,2,True,0,71000,True,2014-12-02,False,,2014-12-24 15:53:17,2015-02-12 16:24:00
51,2015.1.1.1,26,374,304,True,0,7.35,True,2014-12-12,False,,2015-01-02 07:36:35,2015-01-29 11:41:03
52,2015.1.1.2,26,375,432,True,0,7.1,True,2014-12-12,False,,2015-01-02 07:37:11,2015-01-29 11:41:03
53,2015.1.1.3,26,378,96,True,0,10.75,True,2014-12-12,False,,2015-01-02 07:37:44,2015-01-29 11:41:03
54,2015.1.1.4,26,381,24,True,0,62.1,True,2014-12-12,False,,2015-01-02 07:38:17,2015-01-29 11:41:03
55,2015.1.1.5,26,383,168,True,0,31,True,2014-12-12,False,,2015-01-02 07:39:04,2015-01-29 11:41:03
56,2015.1.1.6,26,384,12,True,0,230,True,2014-12-12,False,,2015-01-02 07:39:34,2015-01-29 11:41:03
57,2015.1.1.7,26,391,216,True,0,37,True,2014-12-12,False,,2015-01-02 07:40:11,2015-01-29 11:41:04
58,2015.1.1.8,26,397,24,True,0,58.8,True,2014-12-12,False,,2015-01-02 07:40:46,2015-01-29 11:41:04
59,2015.1.1.9,26,398,40,False,40,77.5,False,,True,2015-01-02 07:42:10,2015-01-02 07:41:19,
60,2015.1.1.9,26,402,40,True,0,77.5,True,2014-12-12,False,,2015-01-02 07:42:49,2015-01-29 11:41:04
61,2015.1.1.10,26,411,720,True,0,1.85,True,2014-12-12,False,,2015-01-02 07:44:15,2015-01-29 11:41:04
62,2015.1.1.11,26,412,12,True,0,1.85,True,2014-12-12,False,,2015-01-02 07:45:12,2015-01-29 11:41:04
63,2015.1.1.12,26,415,27,True,0,95,True,2014-12-12,False,,2015-01-02 07:46:28,2015-01-29 11:41:04
64,2015.1.1.13,26,413,10,True,0,3.47,True,2014-12-12,False,,2015-01-02 07:46:59,2015-01-29 11:41:04
65,2015.1.1.14,26,387,48,True,0,53.75,True,2014-12-12,False,,2015-01-02 07:57:14,2015-01-29 11:41:04
66,2015.1.2.15,27,502,5,False,5,13.58,False,,True,2015-01-02 08:21:46,2015-01-02 08:17:01,2015-01-02 08:21:13
67,2015.1.3.16,28,500,5,True,0,13.58,True,2014-12-11,False,,2015-01-02 08:18:56,2015-01-29 10:35:31
68,2015.1.3.17,28,502,5,False,5,13.58,True,2014-12-11,False,,2015-01-02 08:19:44,
69,2015.1.3.18,28,503,10,False,10,53.12,True,2014-12-11,False,,2015-01-02 08:20:33,
70,2015.1.2.18,27,502,5,True,0,13.58,True,2014-12-10,False,,2015-01-02 08:22:39,2015-01-29 10:14:29
71,2015.1.4.19,29,5015,2,False,2,983.4,True,2014-12-11,False,,2015-01-02 08:41:14,2015-01-02 10:30:25
72,2015.1.4.20,29,5014,1.5,False,1.5,1223.88,True,2014-12-11,False,,2015-01-02 08:42:09,2015-01-02 10:32:33
73,2015.1.5.21,30,5015,2,False,2,983.4,False,,True,2015-01-02 10:29:07,2015-01-02 09:35:05,2015-01-02 09:35:51
74,2015.1.5.21,30,425,8,False,8,1.45,True,2014-12-19,False,,2015-01-02 10:41:45,
75,2015.1.6.22,31,374,720,True,0,7.35,True,2014-12-31,False,,2015-01-02 10:47:20,2015-02-10 16:39:56
76,2015.1.6.23,31,381,24,True,0,62.1,True,2014-12-31,False,,2015-01-02 10:47:53,2015-02-10 16:39:56
77,2015.1.6.24,31,385,72,True,0,37.75,True,2014-12-31,False,,2015-01-02 10:52:00,2015-02-10 16:39:56
78,2015.1.6.25,31,386,40,True,0,288,True,2014-12-31,False,,2015-01-02 10:53:12,2015-02-10 16:39:56
79,2015.1.6.26,31,387,64,True,0,53.75,True,2014-12-31,False,,2015-01-02 10:53:41,2015-02-10 16:39:56
80,2015.1.6.27,31,391,108,True,0,37,True,2014-12-31,False,,2015-01-02 10:54:19,2015-02-10 16:39:56
81,2015.1.6.28,31,411,720,True,0,1.85,True,2014-12-31,False,,2015-01-02 10:55:16,2015-02-10 16:39:56
82,2015.1.6.29,31,418,300,True,0,10.3,True,2014-12-31,False,,2015-01-02 10:57:17,2015-02-10 16:39:56
83,2015.1.6.30,31,420,5,False,5,78.4,False,,True,2015-01-23 06:14:33,2015-01-02 10:59:53,2015-01-23 06:14:06
84,2015.1.7.31,32,100,300,False,300,0.88,False,,True,2015-01-05 09:33:09,2015-01-05 08:42:46,2015-01-05 09:05:26
85,2015.1.7.32,32,120,100,False,100,0.65,False,,True,2015-01-05 09:33:06,2015-01-05 09:06:28,
86,2015.1.7.33,32,123,100,False,100,0.73,False,,True,2015-01-05 09:33:02,2015-01-05 09:09:26,
87,2015.1.8.31,35,860,60.36,False,60.36,52.53,True,2014-11-12,False,,2015-01-05 11:39:47,2015-01-05 11:41:06
88,2015.1.7.32,33,374,2160,False,2160,1.47,False,,True,2015-01-06 10:23:47,2015-01-06 03:31:22,
89,2015.1.7.33,33,375,1440,False,1440,1.42,False,,True,2015-01-06 10:23:13,2015-01-06 03:32:38,
90,2015.1.7.34,33,377,1440,False,1440,1.75,False,,True,2015-01-06 10:23:18,2015-01-06 03:48:49,
91,2015.1.7.35,33,378,600,False,600,2.15,False,,True,2015-01-06 10:23:22,2015-01-06 03:49:19,
92,2015.1.7.36,33,383,120,False,120,31,False,,True,2015-01-06 10:23:26,2015-01-06 03:49:44,
93,2015.1.7.37,33,386,20,False,20,288,False,,True,2015-01-06 10:23:33,2015-01-06 03:51:46,
94,2015.1.7.38,33,387,48,False,48,53.75,False,,True,2015-01-06 10:23:30,2015-01-06 03:52:02,
95,2015.1.7.39,33,389,40,False,40,3,False,,True,2015-01-06 10:23:37,2015-01-06 03:55:17,
96,2015.1.7.40,33,391,108,False,108,37,False,,True,2015-01-06 10:23:43,2015-01-06 03:55:59,
97,2015.1.7.41,33,397,480,False,480,2.94,False,,True,2015-01-06 10:23:40,2015-01-06 03:59:13,
98,2015.1.7.42,33,402,40,False,40,77.5,False,,True,2015-01-06 10:23:09,2015-01-06 04:00:45,
99,2015.1.7.43,33,403,120,False,120,4.67,False,,True,2015-01-06 10:23:07,2015-01-06 04:01:25,
100,2015.1.8.32,36,355,486,True,0,5.3,True,2014-09-15,False,,2015-01-06 10:40:49,2015-02-09 17:53:41
101,2015.1.8.33,36,356,119,True,0,5.3,True,2014-09-15,False,,2015-01-06 10:46:15,2015-02-09 17:53:41
102,2015.1.8.34,36,357,741,True,0,5.9,True,2014-09-15,False,,2015-01-06 10:49:01,2015-02-09 17:53:41
103,2015.1.8.35,36,359,47,True,0,6.6,True,2014-09-15,False,,2015-01-06 10:51:37,2015-02-09 17:53:41
104,2015.1.8.36,36,361,244,True,0,7.4,True,2014-09-15,False,,2015-01-06 10:52:30,2015-02-09 17:53:41
105,2015.1.8.37,36,367,88,True,0,4.25,True,2014-09-15,False,,2015-01-06 10:53:51,2015-02-09 17:53:41
106,2015.1.8.38,36,368,607,False,15.8,5.6,True,2014-09-15,False,,2015-01-06 10:54:35,2015-02-09 17:53:41
107,2015.1.8.39,36,369,401,True,0,5.55,True,2014-09-15,False,,2015-01-06 10:56:04,2015-02-09 17:53:41
108,2015.1.9.40,37,5025,1,True,0,1034450,True,2015-01-02,False,,2015-01-14 10:05:49,2015-02-15 21:52:51
109,2015.1.9.41,37,5026,1,True,0,300050,True,2015-01-02,False,,2015-01-14 10:07:50,2015-02-15 21:52:51
110,2015.1.10.42,38,5027,5,True,0,34,True,2015-01-02,False,,2015-01-14 10:19:16,2015-03-04 17:34:39
111,2015.1.10.43,38,5028,1,True,0,107,True,2015-01-02,False,,2015-01-14 10:19:45,2015-03-04 17:34:39
112,2015.1.11.44,39,5029,1,False,1,6457776,True,2015-01-06,False,,2015-01-14 10:36:35,
113,2015.1.12.45,40,4974,20,True,0,242,True,2015-01-06,False,,2015-01-14 10:39:26,2015-01-29 10:43:24
114,2015.1.13.46,41,4984,8,True,0,203,True,2015-01-06,False,,2015-01-14 10:49:37,2015-01-29 10:37:57
115,2015.1.14.47,42,73,4,True,0,103500,True,2015-01-08,False,,2015-01-14 10:52:33,2015-02-15 21:56:20
116,2015.1.14.48,42,17,4,True,0,100000,True,2015-01-08,False,,2015-01-14 10:53:18,2015-02-15 22:01:53
117,2015.1.14.49,42,4983,36,True,0,19000,True,2015-01-08,False,,2015-01-14 11:01:29,2015-02-15 21:56:19
118,2015.1.14.50,42,2,20,True,0,37500,True,2015-01-08,False,,2015-01-14 11:02:40,2015-02-15 21:56:19
119,2015.1.14.51,42,83,20,True,0,57000,True,2015-01-08,False,,2015-01-14 11:03:34,2015-02-15 21:56:20
120,2015.1.14.52,42,5030,10,True,0,34000,True,2015-01-08,False,,2015-01-14 11:06:57,2015-02-15 21:56:20
121,2015.1.15.53,43,5031,5,True,0,450000,True,2015-01-08,False,,2015-01-14 11:22:24,2015-03-04 17:34:12
122,2015.1.16.54,44,4974,20,True,0,240,True,2015-01-09,False,,2015-01-14 11:26:35,2015-02-12 19:33:22
123,2015.1.17.55,45,800,2,True,0,41100,True,2015-01-09,False,,2015-01-14 11:43:27,2015-02-15 21:59:50
124,2015.1.17.56,45,801,2,True,0,71000,True,2015-01-09,False,,2015-01-14 11:43:42,2015-02-15 21:59:50
125,2015.1.18.57,46,5032,3,False,3,120000,True,2015-01-09,False,,2015-01-14 11:54:55,
126,2015.1.18.58,46,5033,1,False,1,145000,True,2015-01-09,False,,2015-01-14 11:55:17,
127,2015.1.19.59,47,374,432,True,0,29.4,True,2015-01-09,False,,2015-01-14 13:33:01,2015-02-11 20:47:17
128,2015.1.19.60,47,377,432,True,0,35,True,2015-01-09,False,,2015-01-14 13:33:42,2015-02-11 20:47:17
129,2015.1.19.61,47,381,24,True,0,62.1,True,2015-01-09,False,,2015-01-14 13:34:17,2015-02-11 20:47:17
130,2015.1.19.62,47,383,168,True,0,31,True,2015-01-09,False,,2015-01-14 13:34:54,2015-02-11 20:47:17
131,2015.1.19.63,47,384,40,True,0,230,True,2015-01-09,False,,2015-01-14 13:35:24,2015-02-11 20:47:17
132,2015.1.19.64,47,387,48,True,0,53.75,True,2015-01-09,False,,2015-01-14 13:36:01,2015-02-11 20:47:17
133,2015.1.19.65,47,418,180,True,0,61.8,True,2015-01-09,False,,2015-01-14 13:36:40,2015-02-11 20:47:17
134,2015.1.19.66,47,420,5,False,5,78.4,False,,True,2015-02-11 20:34:46,2015-01-14 13:37:53,2015-01-28 11:51:03
135,2015.1.19.67,47,402,20,True,0,77.5,True,2015-01-09,False,,2015-01-14 13:38:31,2015-02-11 20:47:17
136,2015.1.20.68,48,5105,1,True,0,11000,True,2014-11-04,False,,2015-01-19 08:56:03,2015-03-04 17:34:53
137,2015.1.21.69,49,759,290,True,0,6.5,True,2014-11-03,False,,2015-01-19 09:04:12,2015-02-12 16:27:54
138,2015.1.22.70,50,5107,1,True,0,108000000,True,2014-11-11,False,,2015-01-19 09:31:21,2015-02-15 22:04:49
139,2015.1.23.71,51,100,300,True,0,0.88,True,2014-09-03,False,,2015-01-19 10:22:08,2015-01-23 08:53:11
140,2015.1.23.72,51,120,100,True,0,0.65,True,2014-09-03,False,,2015-01-19 10:24:26,2015-01-23 08:53:12
141,2015.1.23.73,51,123,100,True,0,0.73,True,2014-09-03,False,,2015-01-19 10:26:17,2015-01-23 08:53:12
142,2015.1.23.74,51,124,300,True,0,0.77,True,2014-09-03,False,,2015-01-19 10:38:39,2015-01-23 08:53:13
143,2015.1.23.75,51,129,300,True,0,0.85,True,2014-09-03,False,,2015-01-19 10:39:03,2015-01-23 08:53:14
144,2015.1.23.76,51,131,400,True,0,0.87,True,2014-09-03,False,,2015-01-19 10:39:22,2015-01-23 08:53:14
145,2015.1.23.77,51,132,300,True,0,1.12,True,2014-09-03,False,,2015-01-19 10:39:44,2015-01-23 08:53:15
146,2015.1.23.78,51,133,100,True,0,1.36,True,2014-09-03,False,,2015-01-19 10:40:24,2015-01-23 08:53:16
147,2015.1.23.79,51,146,400,True,0,0.76,True,2014-09-03,False,,2015-01-19 10:41:27,2015-01-23 08:53:16
148,2015.1.23.80,51,147,200,True,0,0.83,True,2014-09-03,False,,2015-01-19 10:41:50,2015-01-23 08:53:17
149,2015.1.23.81,51,156,300,True,0,1.15,True,2014-09-03,False,,2015-01-19 10:42:29,2015-01-23 08:53:18
150,2015.1.23.82,51,163,100,True,0,1.49,True,2014-09-03,False,,2015-01-19 10:42:58,2015-01-23 08:53:18
151,2015.1.23.83,51,171,100,True,0,0.77,True,2014-09-03,False,,2015-01-19 10:43:38,2015-01-23 08:53:19
152,2015.1.23.84,51,188,100,True,0,0.78,True,2014-09-03,False,,2015-01-19 10:45:56,2015-01-23 08:53:20
153,2015.1.23.85,51,190,300,True,0,0.81,True,2014-09-03,False,,2015-01-19 10:47:41,2015-01-23 08:53:20
154,2015.1.23.86,51,194,100,True,0,0.77,True,2014-09-03,False,,2015-01-19 10:48:17,2015-01-23 08:53:21
155,2015.1.23.87,51,217,200,True,0,1.28,True,2014-09-03,False,,2015-01-19 10:49:06,2015-01-23 08:53:22
156,2015.1.23.88,51,220,3000,True,0,1.4,True,2014-09-03,False,,2015-01-19 10:49:39,2015-01-23 08:53:22
157,2015.1.23.89,51,221,200,True,0,1.4,True,2014-09-03,False,,2015-01-19 10:50:11,2015-01-23 08:53:23
158,2015.1.23.90,51,222,300,True,0,1.4,True,2014-09-03,False,,2015-01-19 10:53:17,2015-01-23 08:53:24
159,2015.1.23.91,51,228,100,False,100,0.78,True,2014-09-03,False,,2015-01-19 10:54:10,
160,2015.1.23.92,51,230,200,False,200,0.8,True,2014-09-03,False,,2015-01-19 10:54:36,
161,2015.1.23.93,51,231,200,False,200,0.8,True,2014-09-03,False,,2015-01-19 10:55:24,
162,2015.1.23.94,51,233,500,False,500,0.8,True,2014-09-03,False,,2015-01-19 10:55:45,
163,2015.1.23.95,51,236,1000,False,1000,0.8,True,2014-09-03,False,,2015-01-19 10:56:26,
164,2015.1.23.96,51,237,1200,False,1200,0.8,True,2014-09-03,False,,2015-01-19 10:57:15,
165,2015.1.23.97,51,238,800,False,800,0.82,True,2014-09-03,False,,2015-01-19 10:57:58,
166,2015.1.23.98,51,239,100,False,100,0.82,True,2014-09-03,False,,2015-01-19 10:58:22,
167,2015.1.23.99,51,240,100,False,100,0.82,True,2014-09-03,False,,2015-01-19 10:58:42,
168,2015.1.23.100,51,928,3000,False,3000,0.86,True,2014-09-03,False,,2015-01-19 10:59:09,
169,2015.1.24.101,52,96,200,True,0,0.82,True,2014-10-01,False,,2015-01-20 03:40:46,2015-03-04 17:34:28
170,2015.1.25.102,53,864,517.83,False,517.83,59.36,True,2014-07-14,False,,2015-01-21 05:06:54,2015-02-09 19:53:21
171,2015.1.25.103,53,865,283.64,False,283.64,70.13,True,2014-07-14,False,,2015-01-21 05:07:18,2015-05-19 17:23:22
172,2015.1.25.104,53,866,188.08,False,188.08,70.13,True,2014-07-14,False,,2015-01-21 05:07:41,2015-05-19 17:23:44
173,2015.1.25.105,53,863,213.32,False,213.32,57.84,True,2014-07-14,False,,2015-01-21 05:08:01,2015-02-09 19:59:04
174,2015.1.25.106,53,5145,1,False,1,0,True,2014-07-14,False,,2015-01-21 05:08:23,2015-02-09 18:02:42
175,2015.1.25.107,53,872,68.37,False,68.37,70,True,2014-07-14,False,,2015-01-21 05:08:50,2015-02-09 20:02:28
176,2015.1.25.108,53,876,83.54,False,83.54,62.17,True,2014-07-14,False,,2015-01-21 05:09:08,2015-02-09 20:03:23
177,2015.1.25.109,53,883,52.43,False,52.43,69.42,True,2014-07-14,False,,2015-01-21 05:09:40,2015-04-01 19:52:37
178,2015.1.24.110,52,155,200,True,0,1.07,True,2014-10-01,False,,2015-01-21 05:26:23,2015-03-04 17:34:28
179,2015.1.24.111,52,179,50,True,0,0.75,True,2014-10-01,False,,2015-01-21 05:28:28,2015-03-04 17:34:28
180,2015.1.24.112,52,190,100,True,0,0.82,True,2014-10-01,False,,2015-01-21 05:29:55,2015-03-04 17:34:28
181,2015.1.24.113,52,194,200,True,0,0.67,True,2014-10-01,False,,2015-01-21 05:31:55,2015-03-04 17:34:28
182,2015.1.24.114,52,203,100,True,0,0.59,True,2014-10-01,False,,2015-01-21 05:32:53,2015-03-04 17:34:28
183,2015.1.24.115,52,220,1000,False,1000,1.25,False,,True,2015-01-21 05:34:29,2015-01-21 05:33:58,
184,2015.1.24.115,52,208,100,True,0,0.94,True,2014-10-01,False,,2015-01-21 05:35:22,2015-03-04 17:34:28
185,2015.1.24.116,52,220,1000,True,0,1.25,True,2014-10-01,False,,2015-01-21 05:36:03,2015-03-04 17:34:28
186,2015.1.24.117,52,222,300,True,0,1.46,True,2014-10-01,False,,2015-01-21 05:39:02,2015-03-04 17:34:28
187,2015.1.24.118,52,233,100,True,0,0.73,True,2014-10-01,False,,2015-01-21 05:40:03,2015-03-04 17:34:28
188,2015.1.24.119,52,236,800,True,0,0.82,True,2014-10-01,False,,2015-01-21 05:41:36,2015-03-04 17:34:28
189,2015.1.24.120,52,237,800,True,0,0.83,True,2014-10-01,False,,2015-01-21 05:45:55,2015-03-04 17:34:28
190,2015.1.24.121,52,238,200,True,0,0.76,True,2014-10-01,False,,2015-01-21 05:46:48,2015-03-04 17:34:28
191,2015.1.24.122,52,239,200,True,0,0.77,True,2014-10-01,False,,2015-01-21 05:47:37,2015-03-04 17:34:28
192,2015.1.24.123,52,240,200,True,0,0.8,True,2014-10-01,False,,2015-01-21 05:48:29,2015-03-04 17:34:28
193,2015.1.24.124,52,928,1000,True,0,0.89,True,2014-10-01,False,,2015-01-21 05:49:46,2015-03-04 17:34:28
194,2015.1.24.125,52,193,200,True,0,0.57,True,2014-10-01,False,,2015-01-21 05:50:41,2015-03-04 17:34:28
195,2015.1.26.126,54,5150,300,True,0,1.02,True,2014-11-12,False,,2015-01-21 06:13:36,2015-02-09 15:11:24
196,2015.1.26.127,54,5152,100,True,0,1.03,True,2014-11-12,False,,2015-01-21 07:37:10,2015-02-09 15:11:24
197,2015.1.26.128,54,5153,50,True,0,2.65,True,2014-11-12,False,,2015-01-21 07:37:41,2015-02-09 15:11:24
198,2015.1.26.129,54,296,50,True,0,0.99,True,2014-11-12,False,,2015-01-21 07:38:38,2015-02-09 15:11:24
199,2015.1.26.130,54,297,50,True,0,1.17,True,2014-11-12,False,,2015-01-21 07:39:01,2015-02-09 15:11:24
200,2015.1.26.131,54,321,50,True,0,0.98,True,2014-11-12,False,,2015-01-21 07:39:40,2015-02-09 15:11:24
201,2015.1.26.132,54,5154,50,True,0,1.33,True,2014-11-12,False,,2015-01-21 07:42:50,2015-02-09 15:11:24
202,2015.1.26.133,54,329,50,True,0,1.25,True,2014-11-12,False,,2015-01-21 07:43:34,2015-02-09 15:11:24
203,2015.1.26.134,54,327,100,False,100,1.4,False,,True,2015-01-21 07:52:11,2015-01-21 07:44:14,2015-01-21 07:46:34
204,2015.1.26.134,54,5155,100,True,0,1.55,True,2014-11-12,False,,2015-01-21 07:55:12,2015-02-09 15:11:24
205,2015.1.27.135,55,5156,50,False,1,2,True,2014-11-12,False,,2015-01-21 07:59:31,2015-02-09 15:11:15
206,2015.1.28.136,56,374,72,True,0,29.4,True,2014-11-11,False,,2015-01-21 08:08:07,2015-01-29 10:06:18
207,2015.1.28.137,56,377,108,True,0,35,True,2014-11-11,False,,2015-01-21 08:08:45,2015-01-29 10:06:18
208,2015.1.28.138,56,384,50,True,0,230,True,2014-11-11,False,,2015-01-21 08:10:39,2015-01-29 10:06:18
209,2015.1.28.139,56,386,10,True,0,288,True,2014-11-11,False,,2015-01-21 08:11:11,2015-01-29 10:06:18
210,2015.1.28.140,56,391,108,True,0,37,True,2014-11-11,False,,2015-01-21 08:11:45,2015-01-29 10:06:18
211,2015.1.29.141,57,374,432,True,0,7.35,True,2014-11-11,False,,2015-01-21 08:23:15,2015-01-29 10:24:12
212,2015.1.29.142,57,375,288,True,0,7.1,True,2014-11-11,False,,2015-01-21 08:23:42,2015-01-29 10:24:12
213,2015.1.29.143,57,377,288,True,0,8.75,True,2014-11-11,False,,2015-01-21 08:31:06,2015-01-29 10:24:12
214,2015.1.29.144,57,378,120,True,0,10.75,True,2014-11-11,False,,2015-01-21 08:31:43,2015-01-29 10:24:12
215,2015.1.29.145,57,383,120,True,0,31,True,2014-11-11,False,,2015-01-21 08:32:13,2015-01-29 10:24:12
216,2015.1.29.146,57,386,20,True,0,288,True,2014-11-11,False,,2015-01-21 08:32:37,2015-01-29 10:24:12
217,2015.1.29.147,57,387,48,True,0,53.75,True,2014-11-11,False,,2015-01-21 08:32:58,2015-01-29 10:24:12
218,2015.1.29.148,57,389,8,True,0,15,True,2014-11-11,False,,2015-01-21 08:33:32,2015-01-29 10:24:12
219,2015.1.29.149,57,391,108,True,0,37,True,2014-11-11,False,,2015-01-21 08:34:00,2015-01-29 10:24:12
220,2015.1.29.150,57,397,96,True,0,14.7,True,2014-11-11,False,,2015-01-21 08:34:30,2015-01-29 10:24:12
221,2015.1.29.151,57,402,40,True,0,77.5,True,2014-11-11,False,,2015-01-21 08:35:09,2015-01-29 10:24:12
222,2015.1.29.152,57,904,120,True,0,4.67,True,2014-11-11,False,,2015-01-21 08:42:30,2015-01-29 10:24:12
223,2015.1.29.153,57,408,88,True,0,6.3,True,2014-11-11,False,,2015-01-21 08:43:45,2015-01-29 10:24:12
